"","Regulator","Target","RegulatorType","TargetType","regulatory_Mechanism"
"365","LINC00511","miR-515-5p","lncRNA","miRNA","ceRNA or sponge"
"366","BANCR","miR-195-5p","lncRNA","miRNA","ceRNA or sponge"
"367","CRNDE","miR-136","lncRNA","miRNA","ceRNA or sponge"
"368","MALAT1","miR-22-3p","lncRNA","miRNA","ceRNA or sponge"
"369","SNHG14","miR-101","lncRNA","miRNA","ceRNA or sponge"
"370","CAMTA1-DT","miR-20b","lncRNA","miRNA","ceRNA or sponge"
"371","SOX2-OT","miR-194-5p","lncRNA","miRNA","ceRNA or sponge"
"372","FOXD3-AS1","miR-296-5p","lncRNA","miRNA","ceRNA or sponge"
"373","MEG3","MIR708","lncRNA","miRNA","ceRNA or sponge"
"374","NNT-AS1","miR-320a","lncRNA","miRNA","ceRNA or sponge"
"375","ATXN8OS","miR-204","lncRNA","miRNA","ceRNA or sponge"
"376","PVT1","miR-140","lncRNA","miRNA","ceRNA or sponge"
"377","LINC01189","miR-155-5p","lncRNA","miRNA","ceRNA or sponge"
"378","NORAD","miR-155-5p","lncRNA","miRNA","ceRNA or sponge"
"379","XIST","miR-125b-2-3p","lncRNA","miRNA","ceRNA or sponge"
"380","LINC00342","miR-203a-3p","lncRNA","miRNA","ceRNA or sponge"
"381","LUCAT1","miR-181a","lncRNA","miRNA","ceRNA or sponge"
"382","NORAD","miR-556-3p","lncRNA","miRNA","ceRNA or sponge"
"383","PCAT6","MIR15A","lncRNA","miRNA","ceRNA or sponge"
"384","SNHG16","miR-17-5p","lncRNA","miRNA","ceRNA or sponge"
"385","SNHG20","MIR4486","lncRNA","miRNA","ceRNA or sponge"
"386","MALAT1","miR-127-5p","lncRNA","miRNA","ceRNA or sponge"
"387","NNT-AS1","miR-203","lncRNA","miRNA","ceRNA or sponge"
"388","HCP5","miR-128","lncRNA","miRNA","ceRNA or sponge"
"389","LINC01567","miR-93","lncRNA","miRNA","ceRNA or sponge"
"390","SNHG7","miR-193b","lncRNA","miRNA","ceRNA or sponge"
"391","HOTTIP","miR-547-5p","lncRNA","miRNA","ceRNA or sponge"
"392","SNHG6","miR-146-a","lncRNA","miRNA","ceRNA or sponge"
"393","LINC00319","MIR32","lncRNA","miRNA","ceRNA or sponge"
"394","LINC00858","MIR422A","lncRNA","miRNA","ceRNA or sponge"
"395","UCA1","miR-193a-3p","lncRNA","miRNA","ceRNA or sponge"
"396","NEAT1","MIR499B","lncRNA","miRNA","ceRNA or sponge"
"397","NEAT1","miR-377-3p","lncRNA","miRNA","ceRNA or sponge"
"398","NEAT1","miR-181a-5p","lncRNA","miRNA","ceRNA or sponge"
"399","NEAT1","miR-98-5p","lncRNA","miRNA","ceRNA or sponge"
"400","MALAT1","miR-204","lncRNA","miRNA","ceRNA or sponge"
"401","HOXA11-AS","miR-200b","lncRNA","miRNA","ceRNA or sponge"
"402","PVT1","miR-126","lncRNA","miRNA","ceRNA or sponge"
"403","PVT1","miR-195","lncRNA","miRNA","ceRNA or sponge"
"404","PVT1","miR-497","lncRNA","miRNA","ceRNA or sponge"
"405","PVT1","miR-199a-5p","lncRNA","miRNA","ceRNA or sponge"
"406","H19","miR-484","lncRNA","miRNA","ceRNA or sponge"
"407","H19","miR-107","lncRNA","miRNA","ceRNA or sponge"
"408","XIST","miR-449a","lncRNA","miRNA","ceRNA or sponge"
"409","XIST","miR-140","lncRNA","miRNA","ceRNA or sponge"
"410","PART1","miR-190a-3p","lncRNA","miRNA","ceRNA or sponge"
"411","CRNDE","miR-141","lncRNA","miRNA","ceRNA or sponge"
"412","OTUD6B-AS1","miR-183-5p","lncRNA","miRNA","ceRNA or sponge"
"413","OTUD6B-AS1","miR-21","lncRNA","miRNA","ceRNA or sponge"
"414","PVT1","miR-17-5p","lncRNA","miRNA","ceRNA or sponge"
"415","HCP5","miR-128-3p","lncRNA","miRNA","ceRNA or sponge"
"416","SNHG5","miR-26a-5p","lncRNA","miRNA","ceRNA or sponge"
"417","MEG3","miR-147","lncRNA","miRNA","ceRNA or sponge"
"418","HCP5","miR-29b-3p","lncRNA","miRNA","ceRNA or sponge"
"419","CASC2","MIR183","lncRNA","miRNA","ceRNA or sponge"
"420","LINC00261","miR-324-3p","lncRNA","miRNA","ceRNA or sponge"
"421","ZFAS1","miR-432-5p","lncRNA","miRNA","ceRNA or sponge"
"422","TUSC7","miR-10a","lncRNA","miRNA","ceRNA or sponge"
"423","GAS5","miR-126-3p","lncRNA","miRNA","ceRNA or sponge"
"424","MALAT1","miR-140-5p","lncRNA","miRNA","ceRNA or sponge"
"425","CASC2","miR-181a","lncRNA","miRNA","ceRNA or sponge"
"426","CDKN2B-AS1","let-7a","lncRNA","miRNA","ceRNA or sponge"
"427","UCA1","miR-18a","lncRNA","miRNA","ceRNA or sponge"
"428","MEG3","miR-214","lncRNA","miRNA","ceRNA or sponge"
"429","LINC01118","miR-134","lncRNA","miRNA","ceRNA or sponge"
"430","SNHG12","miR-181a","lncRNA","miRNA","ceRNA or sponge"
"431","CASC2","miR-19a","lncRNA","miRNA","ceRNA or sponge"
"432","LINC00518","miR-216b-5p","lncRNA","miRNA","ceRNA or sponge"
"433","LNCARSR","miR-20b-3p","lncRNA","miRNA","ceRNA or sponge"
"434","CASC2","miR-24","lncRNA","miRNA","ceRNA or sponge"
"435","CASC2","MIR221","lncRNA","miRNA","ceRNA or sponge"
"436","LINC-ROR","miR-124","lncRNA","miRNA","ceRNA or sponge"
"437","EGFR-AS1","miR-223","lncRNA","miRNA","ceRNA or sponge"
"438","DANCR","miR-135a","lncRNA","miRNA","ceRNA or sponge"
"439","LINC00221","miR-519a","lncRNA","miRNA","ceRNA or sponge"
"440","HOTAIR","miR-203a-3p","lncRNA","miRNA","ceRNA or sponge"
"441","XIST","miR-29c","lncRNA","miRNA","ceRNA or sponge"
"442","PCAT6","miR-204","lncRNA","miRNA","ceRNA or sponge"
"443","HOTAIR","miR-34a","lncRNA","miRNA","ceRNA or sponge"
"444","HOTAIR","miR-126-3p","lncRNA","miRNA","ceRNA or sponge"
"445","LINC00426","MIR4319","lncRNA","miRNA","ceRNA or sponge"
"446","TUSC7","miR-23b","lncRNA","miRNA","ceRNA or sponge"
"447","CRNDE","miR-29c-3p","lncRNA","miRNA","ceRNA or sponge"
"448","XIST","miR-214-3p","lncRNA","miRNA","ceRNA or sponge"
"449","MEG3","miR-145-5p","lncRNA","miRNA","ceRNA or sponge"
"450","ZFAS1","MIR646","lncRNA","miRNA","ceRNA or sponge"
"451","SNHG16","hsa-miR-186-5p","lncRNA","miRNA","ceRNA or sponge"
"452","GAS5","miR-18a","lncRNA","miRNA","ceRNA or sponge"
"453","WSPAR","miR-200c","lncRNA","miRNA","ceRNA or sponge"
"454","MALAT1","miR-375","lncRNA","miRNA","ceRNA or sponge"
"455","HOTAIR","miR-34a-5p","lncRNA","miRNA","ceRNA or sponge"
"456","H19","miR-194-5p","lncRNA","miRNA","ceRNA or sponge"
"457","MCTP1-AS1","miR-650","lncRNA","miRNA","ceRNA or sponge"
"458","XIST","miR-141","lncRNA","miRNA","ceRNA or sponge"
"459","MALAT1","miR-200s","lncRNA","miRNA","ceRNA or sponge"
"460","HOTAIR","miR-200a","lncRNA","miRNA","ceRNA or sponge"
"461","HOTAIR","miR-200b","lncRNA","miRNA","ceRNA or sponge"
"462","HOTAIR","miR-200c","lncRNA","miRNA","ceRNA or sponge"
"463","MALAT1","miR-126-5p","lncRNA","miRNA","ceRNA or sponge"
"464","HOTAIR","MIR217","lncRNA","miRNA","ceRNA or sponge"
"465","HOTAIR","miR-148b","lncRNA","miRNA","ceRNA or sponge"
"466","NEAT1","miR-129","lncRNA","miRNA","ceRNA or sponge"
"467","LINC00504","MIR1244-1","lncRNA","miRNA","ceRNA or sponge"
"468","MEG3","miR-125a-5p","lncRNA","miRNA","ceRNA or sponge"
"469","GAS5","miR-135a","lncRNA","miRNA","ceRNA or sponge"
"470","HULC","miR-101-3p","lncRNA","miRNA","ceRNA or sponge"
"471","HOTAIR","miR-330-5p","lncRNA","miRNA","ceRNA or sponge"
"472","MALAT1","miR-199b","lncRNA","miRNA","ceRNA or sponge"
"473","MEG3","miR-146a","lncRNA","miRNA","ceRNA or sponge"
"474","CASC15","miR-144-3p","lncRNA","miRNA","ceRNA or sponge"
"475","H19","miR-130b","lncRNA","miRNA","ceRNA or sponge"
"476","LINC01116","MIR592","lncRNA","miRNA","ceRNA or sponge"
"477","THRIL","miR-125b","lncRNA","miRNA","ceRNA or sponge"
"478","PCA3","miR-140-5p","lncRNA","miRNA","ceRNA or sponge"
"479","HOTAIR","miR-23b-3p","lncRNA","miRNA","ceRNA or sponge"
"480","TOB1-AS1","miR-27b-3p","lncRNA","miRNA","ceRNA or sponge"
"481","MALAT1","miR-125b-5p","lncRNA","miRNA","ceRNA or sponge"
"482","PVT1","miR-145-5p","lncRNA","miRNA","ceRNA or sponge"
"483","CASC2","miR-362-5p","lncRNA","miRNA","ceRNA or sponge"
"484","NEAT1","miR-204","lncRNA","miRNA","ceRNA or sponge"
"485","HOTAIR","miR-17-5p","lncRNA","miRNA","ceRNA or sponge"
"486","MIR31HG","miR-193b","lncRNA","miRNA","ceRNA or sponge"
"487","FBXL19-AS1","miR-203","lncRNA","miRNA","ceRNA or sponge"
"488","HOTAIR","miR-130a","lncRNA","miRNA","ceRNA or sponge"
"489","RUSC1-AS1","miR-340-5p","lncRNA","miRNA","ceRNA or sponge"
"490","UCA1","miR-613","lncRNA","miRNA","ceRNA or sponge"
"491","HOTAIR","miR-126","lncRNA","miRNA","ceRNA or sponge"
"492","H19","miR-21","lncRNA","miRNA","ceRNA or sponge"
"493","PCAT7","miR-134-5p","lncRNA","miRNA","ceRNA or sponge"
"494","SNHG4","miR-224-3p","lncRNA","miRNA","ceRNA or sponge"
"495","OIP5-AS1","miR-378a-3p","lncRNA","miRNA","ceRNA or sponge"
"496","SNHG16","miR-1285-3p","lncRNA","miRNA","ceRNA or sponge"
"497","MEG3","miR-494","lncRNA","miRNA","ceRNA or sponge"
"498","DGCR5","miR-195","lncRNA","miRNA","ceRNA or sponge"
"499","MEG3","miR-182","lncRNA","miRNA","ceRNA or sponge"
"500","PCGEM1","miR-148a","lncRNA","miRNA","ceRNA or sponge"
"501","HCP5","miR-139-5p","lncRNA","miRNA","ceRNA or sponge"
"502","MEG3","miR-181a","lncRNA","miRNA","ceRNA or sponge"
"503","MEG3","miR-148a","lncRNA","miRNA","ceRNA or sponge"
"504","MEG3","miR-141","lncRNA","miRNA","ceRNA or sponge"
"505","XIST","miR-155-5p","lncRNA","miRNA","ceRNA or sponge"
"506","GAS5","miR-135b","lncRNA","miRNA","ceRNA or sponge"
"507","LINC00313","miR-4429","lncRNA","miRNA","ceRNA or sponge"
"508","PCA3","miR-106b","lncRNA","miRNA","ceRNA or sponge"
"509","DANCR","miR-216a","lncRNA","miRNA","ceRNA or sponge"
"510","CDKN2B-AS1","miR-199a","lncRNA","miRNA","ceRNA or sponge"
"511","HOXA11-AS","miR-140-5p","lncRNA","miRNA","ceRNA or sponge"
"512","ZFAS1","miR-329","lncRNA","miRNA","ceRNA or sponge"
"513","HEIH","miR-939","lncRNA","miRNA","ceRNA or sponge"
"514","SNHG7","miR-34a","lncRNA","miRNA","ceRNA or sponge"
"515","MBNL1-AS1","miR-135a-5p","lncRNA","miRNA","ceRNA or sponge"
"516","SNHG12","MIR133B","lncRNA","miRNA","ceRNA or sponge"
"517","TDRG1","miR-196","lncRNA","miRNA","ceRNA or sponge"
"518","HULC","MIR186","lncRNA","miRNA","ceRNA or sponge"
"519","HOTAIR","miR-613","lncRNA","miRNA","ceRNA or sponge"
"520","CASC2","miR-21-5p","lncRNA","miRNA","ceRNA or sponge"
"521","SNHG16","miR-124-3p","lncRNA","miRNA","ceRNA or sponge"
"522","H19","let-7c","lncRNA","miRNA","ceRNA or sponge"
"523","DGCR5","miR-506","lncRNA","miRNA","ceRNA or sponge"
"524","LINC02381","miR-21","lncRNA","miRNA","ceRNA or sponge"
"525","LINC02381","MIR590","lncRNA","miRNA","ceRNA or sponge"
"526","LINC02381","miR-27a","lncRNA","miRNA","ceRNA or sponge"
"527","LINC01116","miR-21","lncRNA","miRNA","ceRNA or sponge"
"528","LINC00882","miR-3619-5p","lncRNA","miRNA","ceRNA or sponge"
"529","ZNF407-AS1","MIR625","lncRNA","miRNA","ceRNA or sponge"
"530","LINC00511","miR-126-5p","lncRNA","miRNA","ceRNA or sponge"
"531","HOTAIR","miR-193a","lncRNA","miRNA","epigenetic regulation"
"532","PVT1","miR-214","lncRNA","miRNA","epigenetic regulation"
"533","GIHCG","miR-200b","lncRNA","miRNA","epigenetic regulation"
"534","GIHCG","miR-200a","lncRNA","miRNA","epigenetic regulation"
"535","GIHCG","miR-429","lncRNA","miRNA","epigenetic regulation"
"536","HOTAIR","miR-17-5p","lncRNA","miRNA","epigenetic regulation"
"537","HOTAIR","miR-454-3p","lncRNA","miRNA","epigenetic regulation"
"538","HOTAIR","miR-34a","lncRNA","miRNA","epigenetic regulation"
"539","PVT1","miR-146a","lncRNA","miRNA","epigenetic regulation"
"540","H19","miR-200","lncRNA","miRNA","epigenetic regulation"
"541","CARMN","miR-21","lncRNA","miRNA","epigenetic regulation"
"542","MIR17HG","miR-142-3p","lncRNA","miRNA","epigenetic regulation"
"543","HOTAIR","miR-205","lncRNA","miRNA","epigenetic regulation"
"544","CTBP1-DT","miR-130a","lncRNA","miRNA","epigenetic regulation"
"545","CDKN2B-AS1","miR-99a-5p","lncRNA","miRNA","epigenetic regulation"
"546","CDKN2B-AS1","miR-449a","lncRNA","miRNA","epigenetic regulation"
"547","PVT1","miR-200b","lncRNA","miRNA","epigenetic regulation"
"548","HOTAIR","miR-663b","lncRNA","miRNA","epigenetic regulation"
"549","BANCR","miR<U+2011>34c","lncRNA","miRNA","epigenetic regulation"
"550","SLC16A1-AS1","miR-141","lncRNA","miRNA","epigenetic regulation"
"551","NR2F2-AS1","miR-494","lncRNA","miRNA","epigenetic regulation"
"552","HOTAIR","MIR122","lncRNA","miRNA","epigenetic regulation"
"553","MIR31HG","miR-31","lncRNA","miRNA","epigenetic regulation"
"554","PCAT14","miR-372","lncRNA","miRNA","epigenetic regulation"
"555","PWRN1","miR-214-5p","lncRNA","miRNA","epigenetic regulation"
"556","ILF3-DT","miR-200b","lncRNA","miRNA","epigenetic regulation"
"557","ILF3-DT","miR-200a","lncRNA","miRNA","epigenetic regulation"
"558","ILF3-DT","miR-429","lncRNA","miRNA","epigenetic regulation"
"559","HEIH","miR-200a","lncRNA","miRNA","epigenetic regulation"
"560","HEIH","miR-200b","lncRNA","miRNA","epigenetic regulation"
"561","HEIH","miR-429","lncRNA","miRNA","epigenetic regulation"
"562","MEG3","miR-200b","lncRNA","miRNA","epigenetic regulation"
"563","MEG3","miR-200a","lncRNA","miRNA","epigenetic regulation"
"564","MEG3","miR-429","lncRNA","miRNA","epigenetic regulation"
"565","MEG3","miR-200c","lncRNA","miRNA","epigenetic regulation"
"566","MEG3","miR-141","lncRNA","miRNA","epigenetic regulation"
"567","HOXA11-AS","miR-200b","lncRNA","miRNA","epigenetic regulation"
"568","HULC","miR-9","lncRNA","miRNA","epigenetic regulation"
"569","HOTAIR","miR-218","lncRNA","miRNA","epigenetic regulation"
"570","HOTAIR","miR-218-5p","lncRNA","miRNA","epigenetic regulation"
"571","NEAT1","miR-129-5p","lncRNA","miRNA","epigenetic regulation"
"572","PVT1","miR-200c","lncRNA","miRNA","epigenetic regulation"
"573","MALAT1","miR-29a","lncRNA","miRNA","epigenetic regulation"
"574","MALAT1","miR-29b","lncRNA","miRNA","epigenetic regulation"
"575","NEAT1","MIR140","lncRNA","miRNA","expression association"
"576","MALAT1","miR-145","lncRNA","miRNA","expression association"
"577","GAPLINC","miR-211","lncRNA","miRNA","expression association"
"578","PCGEM1","miR-148a","lncRNA","miRNA","expression association"
"579","HOTAIR","miR-125a-5p","lncRNA","miRNA","expression association"
"580","HAGLROS","miR-100","lncRNA","miRNA","expression association"
"581","CDKN2B-AS1","miR-203a","lncRNA","miRNA","expression association"
"582","NEAT1","miR-181d-5p","lncRNA","miRNA","expression association"
"583","NEAT1","CDKN3A","lncRNA","miRNA","expression association"
"584","GIHCG","MIR1281","lncRNA","miRNA","expression association"
"585","NEAT1","miR-27a-3p","lncRNA","miRNA","expression association"
"586","MALAT1","miR-144-3p","lncRNA","miRNA","expression association"
"587","GAS5","miR-21-5p","lncRNA","miRNA","expression association"
"588","NEAT1","miR-181b","lncRNA","miRNA","expression association"
"589","H19","miR-140-5p","lncRNA","miRNA","expression association"
"590","HOTAIR","miR-21","lncRNA","miRNA","expression association"
"591","MALAT1","miR-140","lncRNA","miRNA","expression association"
"592","H19","miR-152","lncRNA","miRNA","expression association"
"593","LINC-ROR","miR-145","lncRNA","miRNA","expression association"
"594","NEAT1","miR-214","lncRNA","miRNA","expression association"
"595","MEG3","miR-345-3p","lncRNA","miRNA","expression association"
"596","NEAT1","miR-124","lncRNA","miRNA","expression association"
"597","H19","miR-140","lncRNA","miRNA","expression association"
"598","HULC","miR-125a-3p","lncRNA","miRNA","expression association"
"599","H19","miR-675","lncRNA","miRNA","expression association"
"600","SNHG6","MIR760","lncRNA","miRNA","expression association"
"601","HOTAIR","miR-141","lncRNA","miRNA","expression association"
"602","HOTAIR","miR-34a","lncRNA","miRNA","expression association"
"603","LINC00662","miR-15b-5p","lncRNA","miRNA","expression association"
"604","MALAT1","miR-129-5p","lncRNA","miRNA","expression association"
"605","XIST","miR-129-5p","lncRNA","miRNA","expression association"
"606","LUCAT1","miR-199b-5p","lncRNA","miRNA","expression association"
"607","ZFPM2-AS1","MIR137","lncRNA","miRNA","expression association"
"608","MIR31HG","miR-31","lncRNA","miRNA","expression association"
"609","BISPR","miR-21-5p","lncRNA","miRNA","expression association"
"610","MEG3","miR-361-5p","lncRNA","miRNA","expression association"
"611","FOXD2-AS1","p-p44","lncRNA","miRNA","expression association"
"612","CASC2","miR-21","lncRNA","miRNA","expression association"
"613","UCA1","miR-185-5","lncRNA","miRNA","expression association"
"614","H19","miR-107","lncRNA","miRNA","expression association"
"615","KCNQ1OT1","miR-214-3p","lncRNA","miRNA","expression association"
"616","FTX","MIR137","lncRNA","miRNA","expression association"
"617","MALAT1","miR-124","lncRNA","miRNA","expression association"
"618","CCAT2","miR-145","lncRNA","miRNA","expression association"
"619","GAS5","MIR544A","lncRNA","miRNA","expression association"
"620","CASC2","miR-181a","lncRNA","miRNA","expression association"
"621","H19","miR-675-5p","lncRNA","miRNA","expression association"
"622","XIST","miR-124","lncRNA","miRNA","expression association"
"623","XIST","miR-140","lncRNA","miRNA","expression association"
"624","PVT1","miR181a-5p","lncRNA","miRNA","expression association"
"625","SNHG1","miR-377-3p","lncRNA","miRNA","expression association"
"626","SNHG6","miR-101-3p","lncRNA","miRNA","expression association"
"627","CCAT2","miR-17-5p","lncRNA","miRNA","expression association"
"628","CCAT2","miR-20a-5p","lncRNA","miRNA","expression association"
"629","CDKN2B-AS1","miR-323b-5p","lncRNA","miRNA","expression association"
"630","CDKN2B-AS1","miR-21","lncRNA","miRNA","expression association"
"631","PVT1","MIR149","lncRNA","miRNA","expression association"
"632","NKILA","miR-21","lncRNA","miRNA","expression association"
"633","ZNF667-AS1","MIR223","lncRNA","miRNA","expression association"
"634","LINC00261","miR-23a-3p","lncRNA","miRNA","expression association"
"635","MT1JP","MIR646","lncRNA","miRNA","expression association"
"636","HOXA-AS2","miR-145-3p","lncRNA","miRNA","expression association"
"637","UCA1","miR-185-5p","lncRNA","miRNA","expression association"
"638","LINC00839","miR-3666","lncRNA","miRNA","expression association"
"639","MIR29B2CHG","miR-29c","lncRNA","miRNA","expression association"
"640","HOTAIR","miR-206","lncRNA","miRNA","expression association"
"641","MALAT1","miR-448","lncRNA","miRNA","expression association"
"642","H19","let-7","lncRNA","miRNA","expression association"
"643","CASC15","miR-124","lncRNA","miRNA","expression association"
"644","SNHG7","miR-34a","lncRNA","miRNA","expression association"
"645","NBR2","miRNA-21","lncRNA","miRNA","expression association"
"646","MEG3","miR-770-5p","lncRNA","miRNA","expression association"
"647","MEG3","miR-21","lncRNA","miRNA","expression association"
"648","MIR100HG","miR-125b-1","lncRNA","miRNA","expression association"
"649","DLEU2","miR-15a-5p","lncRNA","miRNA","expression association"
"650","DLEU2","miR-16-1-3p","lncRNA","miRNA","expression association"
"651","MEG3","miR-219a-5p","lncRNA","miRNA","expression association"
"652","WT1-AS","miR-203","lncRNA","miRNA","expression association"
"653","MEG3","miR-21-5p","lncRNA","miRNA","expression association"
"654","CRNDE","miR-181a-5p","lncRNA","miRNA","expression association"
"655","NEAT1","MIR92B","lncRNA","miRNA","expression association"
"656","PVT1","MIR486-1","lncRNA","miRNA","expression association"
"657","GAS5","MIR137","lncRNA","miRNA","expression association"
"658","ADAMTS9-AS2","miR-130a-5p","lncRNA","miRNA","expression association"
"659","MEG3","miR-96","lncRNA","miRNA","expression association"
"660","NORAD","miR-26a-5p","lncRNA","miRNA","expression association"
"661","LINC-PINT","miR-21","lncRNA","miRNA","expression association"
"662","LINC-PINT","miRNA-21","lncRNA","miRNA","expression association"
"663","LINC01939","MIR154","lncRNA","miRNA","expression association"
"664","HOTTIP","miR-490-3p","lncRNA","miRNA","expression association"
"665","SNHG7","miR-181","lncRNA","miRNA","expression association"
"666","PVT1","miR-519d-3p","lncRNA","miRNA","expression association"
"667","HOTAIR","miR-106","lncRNA","miRNA","expression association"
"668","CASC2","MIR133B","lncRNA","miRNA","expression association"
"669","HOTAIR","miR-545","lncRNA","miRNA","expression association"
"670","MAGI1-IT1","miR-302d-3p","lncRNA","miRNA","expression association"
"671","CASC11","miRNA-150","lncRNA","miRNA","expression association"
"672","CASC11","miR-188-5p","lncRNA","miRNA","expression association"
"673","SNHG1","hsa-miR-197-3p","lncRNA","miRNA","expression association"
"674","MEG3","miR-218","lncRNA","miRNA","expression association"
"675","MALAT1","miR-146a","lncRNA","miRNA","expression association"
"676","DLEU1","miR-513a-5p","lncRNA","miRNA","expression association"
"677","MIR503HG","miR-489-3p","lncRNA","miRNA","expression association"
"678","MIR503HG","miR-625-5p","lncRNA","miRNA","expression association"
"679","SNHG6","MIR15A","lncRNA","miRNA","expression association"
"680","LUCAT1","miR-199a-5p","lncRNA","miRNA","expression association"
"681","GACAT3","miR-497","lncRNA","miRNA","expression association"
"682","LINC00052","miR-330-3p","lncRNA","miRNA","expression association"
"683","MIR222HG","MIR221","lncRNA","miRNA","expression association"
"684","MIR222HG","MIR222","lncRNA","miRNA","expression association"
"685","MEG3","miR-93","lncRNA","miRNA","expression association"
"686","LINC00342","miR-545-5p","lncRNA","miRNA","expression association"
"687","CASC15","miR-33a-5p","lncRNA","miRNA","expression association"
"688","MALAT1","miR-122","lncRNA","miRNA","expression association"
"689","CRNDE","miR-384","lncRNA","miRNA","expression association"
"690","TPT1-AS1","miR-671-5p","lncRNA","miRNA","expression association"
"691","HAND2-AS1","MIR21","lncRNA","miRNA","expression association"
"692","MIR100HG","miR-204-5p","lncRNA","miRNA","expression association"
"693","SNHG7","miR-122-5p","lncRNA","miRNA","expression association"
"694","CDKN2B-AS1","MIR4440","lncRNA","miRNA","expression association"
"695","GAS5","miR-21","lncRNA","miRNA","expression association"
"696","CDKN2B-AS1","let-7a","lncRNA","miRNA","expression association"
"697","HOTAIR","miR-326","lncRNA","miRNA","expression association"
"698","MIAT","MIR1246","lncRNA","miRNA","expression association"
"699","LEF1-AS1","miR-544a","lncRNA","miRNA","expression association"
"700","SNHG15","miR-211-3p","lncRNA","miRNA","expression association"
"701","PWRN1","miR-21-5p","lncRNA","miRNA","expression association"
"702","BTG3-AS1","miR-21","lncRNA","miRNA","expression association"
"703","UCA1","miR-143","lncRNA","miRNA","expression association"
"704","CDKN2B-AS1","miR-191","lncRNA","miRNA","expression association"
